,percent,ratio,overlap,doc_text,src,tgt,s_id,doc_id
1496,0.9735099337748344,0.7924528301886793,Para 1(c) enabled newly inducted women officers other than those with a specialised course to leave service after completing five years of service.,Para 1(c) enabled newly inducted women officers other than those with a specialised course to leave service after completing five years of service. Substantive promotions were provided in Para (e) in the following terms:,14. Para 1(c) enabled newly inducted women officers other than those with a specialised course to leave service after completing five years of service.,14. पैरा 1 (सी) ने पांच साल की सेवा पूरी करने के बाद सेवा छोड़ने के लिए एक विशेष पाठ्यक्रम के अलावा अन्य महिला अधिकारियों को सक्षम किया।,c384ff22-b381-4ebc-b909-913ac3257b4a,727f6eed-012d-4f7d-a672-4cf2032c0d09
1650,1.0,0.8870967741935484,Women granted Short Service Commission under these rules will be eligible for substantive promotion as under:-,“(e) Substantive Promotion: Women granted Short Service Commission under these rules will be eligible for substantive promotion as under:-,Women granted Short Service Commission under these rules will be eligible for substantive promotion as under:-,इन नियमों के तहत महिलाओं को लघु सेवा आयोग प्रदान किया गया है निम्न के रूप में पर्याप्त पदोन्नति के लिए पात्र होंगे: -,7414f3d5-40e2-4468-9824-9ce9bc977feb,f857c3d9-6fe9-4551-bd05-b48b1a922c13
1702,1.0,0.9753086419753086,To the rank of Capt - On completion of 2 years reckonable commissioned service.,To the rank of Capt - On completion of 2 years reckonable commissioned service.,(i) To the rank of Capt - On completion of 2 years reckonable commissioned service.,(i) कैप्चर रैंक-2 साल के पूरा होने पर अनुमानित कमीशन सेवा।,4922d2b8-e463-4782-96f6-583abf310bdd,b40c963b-f8b3-45f1-bd80-b6f226485b9f
1703,0.5,0.9316770186335404, years reckonable commissioned service.,To the rank of Maj - On completion of 6 years reckonable commissioned service.,(i) To the rank of Capt - On completion of 2 years reckonable commissioned service.,(i) कैप्चर रैंक-2 साल के पूरा होने पर अनुमानित कमीशन सेवा।,4922d2b8-e463-4782-96f6-583abf310bdd,c3c83e43-31a1-4979-8d8c-0f9c1507afa8
1704,0.46987951807228917,0.9036144578313253, years reckonable commissioned service.,To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(i) To the rank of Capt - On completion of 2 years reckonable commissioned service.,(i) कैप्चर रैंक-2 साल के पूरा होने पर अनुमानित कमीशन सेवा।,4922d2b8-e463-4782-96f6-583abf310bdd,518b2372-1373-4636-b70e-a663a5c9874b
1753,0.4936708860759494,0.9259259259259259, years reckonable commissioned service.,To the rank of Capt - On completion of 2 years reckonable commissioned service.,(ii) To the rank of Maj - On completion of 6 years reckonable commissioned service.,(ii) 6 वर्ष की अवधि पूरी होने पर वर्ष के लिए आरक्षित सेवा।,f995d73b-7343-4425-9a12-191194f1a6b3,b40c963b-f8b3-45f1-bd80-b6f226485b9f
1754,1.0,0.968944099378882,To the rank of Maj - On completion of 6 years reckonable commissioned service.,To the rank of Maj - On completion of 6 years reckonable commissioned service.,(ii) To the rank of Maj - On completion of 6 years reckonable commissioned service.,(ii) 6 वर्ष की अवधि पूरी होने पर वर्ष के लिए आरक्षित सेवा।,f995d73b-7343-4425-9a12-191194f1a6b3,c3c83e43-31a1-4979-8d8c-0f9c1507afa8
1755,0.46987951807228917,0.891566265060241, years reckonable commissioned service.,To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(ii) To the rank of Maj - On completion of 6 years reckonable commissioned service.,(ii) 6 वर्ष की अवधि पूरी होने पर वर्ष के लिए आरक्षित सेवा।,f995d73b-7343-4425-9a12-191194f1a6b3,518b2372-1373-4636-b70e-a663a5c9874b
1804,0.4936708860759494,0.8928571428571429, years reckonable commissioned service.,To the rank of Capt - On completion of 2 years reckonable commissioned service.,(iii) To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(iii) एलटी कर्नल की रैंक के लिए 13 साल की उचित कमीशन सेवा पूरी होने पर ।,44b41bff-958a-4b0e-a35c-b8118d312474,b40c963b-f8b3-45f1-bd80-b6f226485b9f
1805,0.5,0.8862275449101796, years reckonable commissioned service.,To the rank of Maj - On completion of 6 years reckonable commissioned service.,(iii) To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(iii) एलटी कर्नल की रैंक के लिए 13 साल की उचित कमीशन सेवा पूरी होने पर ।,44b41bff-958a-4b0e-a35c-b8118d312474,c3c83e43-31a1-4979-8d8c-0f9c1507afa8
1806,0.9879518072289156,0.9651162790697675,To the rank of LT Col - On completion of 13 years reckonable commissioned service.,To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(iii) To the rank of LT Col - On completion of 13 years reckonable commissioned service.”,(iii) एलटी कर्नल की रैंक के लिए 13 साल की उचित कमीशन सेवा पूरी होने पर ।,44b41bff-958a-4b0e-a35c-b8118d312474,518b2372-1373-4636-b70e-a663a5c9874b
1909,0.4482758620689655,0.65,djustment of ,Para 1(g) provided for the adjustment of seniority:,“(g) Adjustment of Seniority:,“ (छ) वरिष्ठता का समायोजन:,3bb7b878-0c9b-4fe6-b46d-27738160d513,3e085f63-d7b2-4dad-ab19-84cc3cbeb27b
1961,1.0,0.7027027027027027,"To make adjustment for shorter training of SSC Women Officers vis-à-vis PC officers, the seniority of SSC Women Officers will be depressed by the period corresponding to the difference in training period between the SSC course under consideration and the training period of its equivalent PC Course.","“(g) Adjustment of Seniority: To make adjustment for shorter training of SSC Women Officers vis-à-vis PC officers, the seniority of SSC Women Officers will be depressed by the period corresponding to the difference in training period between the SSC course under consideration and the training period of its equivalent PC Course. This adjustment of seniority will be carried out at the time of grant of first substantive rank of Captain. The revised seniority will have no effect on the pay and allowance granted in the rank of Capt. Major and Lt Col.”","To make adjustment for shorter training of SSC Women Officers vis-à-vis PC officers, the seniority of SSC Women Officers will be depressed by the period corresponding to the difference in training period between the SSC course under consideration and the training period of its equivalent PC Course.","एसएससी महिला अधिकारियों के लघु प्रशिक्षण के लिए समायोजन करने के लिए पीसी अधिकारियों, एसएससी महिला अधिकारियों की वरिष्ठता पर विचार के तहत एसएससी पाठ्यक्रम के बीच प्रशिक्षण अवधि और इसके समकक्ष पीसी के प्रशिक्षण अवधि के अंतर के अनुरूप अवधि से निराशा होगी।",574e48a8-9a96-4d20-b87e-b142d0f4b4ae,0069ef6c-0f85-44f6-bed7-c9aa5a3a4612
2115,1.0,0.9090909090909091,"Para 2-A allowed serving officers under the WSES to exercise an option to opt for the SSC scheme within six months failing which, they would be treated to have exercised the option to continue under the erstwhile scheme.","Para 2-A allowed serving officers under the WSES to exercise an option to opt for the SSC scheme within six months failing which, they would be treated to have exercised the option to continue under the erstwhile scheme. Para 4 contained the following stipulation:","Para 2-A allowed serving officers under the WSES to exercise an option to opt for the SSC scheme within six months failing which, they would be treated to have exercised the option to continue under the erstwhile scheme.","पैरा 2-ए ने WSES के तहत सेवारत अधिकारियों को छह महीने के भीतर SSC योजना का विकल्प चुनने के विकल्प का उपयोग करने की अनुमति दी, जो कि उन्हें पूर्ववर्ती योजना के तहत जारी रखने के लिए विकल्प का प्रयोग करने के लिए माना जाएगा।",06626d02-686e-45ed-bd33-d47eaf98ef0d,3fdfdbc2-25e4-4af6-9d04-12d55c2a1ae6
2218,0.6666666666666666,0.9974025974025974,"92 as amended will be applicable, mutatis mutandis, to women granted SSC subject to issue of separate AI for SSC (Women) (Tech).","“4. All other provisions of AI 1/93 except Para 18 and SAI 1/S/92 as amended will be applicable, mutatis mutandis, to women granted SSC subject to issue of separate AI for SSC (Women) (Tech).”","“4. All other provisions of AI 1/93 except Para 18 and SAI 1/S/ 92 as amended will be applicable, mutatis mutandis, to women granted SSC subject to issue of separate AI for SSC (Women) (Tech).”","4. पैरा 18 और एसएआई 1/एस/92 को छोड़कर अन्य सभी प्रावधान यथा संशोधित लागू होंगे, म्यूटेटिस म्यूटेंडिस, महिलाओं को एसएससी (महिला) (टेक) के लिए अलग-अलग एआई जारी करने के लिए एसएससी को दिया जाएगा।",03538682-f8da-4a31-bd5a-15761d0285ba,52411e3c-2433-47fd-af72-5871cf0c514a
2426,1.0,0.9932203389830508,"Apart from the PIL which was instituted before the High Court of Delhi, a Writ Petition was filed by Major Leena Gurav on 16 October 2006 primarily to challenge the terms and conditions of service imposed by the circulars dated 20 July 2006 and for seeking the grant of PCs for women officers.","Apart from the PIL which was instituted before the High Court of Delhi, a Writ Petition was filed by Major Leena Gurav on 16 October 2006 primarily to challenge the terms and conditions of service imposed by the circulars dated 20 July 2006 and for seeking the grant of PCs for women officers.","15. Apart from the PIL which was instituted before the High Court of Delhi, a Writ Petition was filed by Major Leena Gurav on 16 October 2006 primarily to challenge the terms and conditions of service imposed by the circulars dated 20 July 2006 and for seeking the grant of PCs for women officers.","15. दिल्ली के उच्च न्यायालय के समक्ष स्थापित की गई जनहित याचिका के अलावा, मेजर लीना गुरव द्वारा 16 अक्टूबर 2006 को मुख्य रूप से 20 जुलाई 2006 के परिपत्रों द्वारा लगाए गए सेवा के नियमों और शर्तों को चुनौती देने और अनुदान की मांग करने के लिए एक रिट याचिका दायर की गई थी। महिला अधिकारियों के लिए पीसी।",a3ea5892-8910-4498-a53d-12ecbd8d9139,ddce295b-2e1e-4a62-beab-13767f985297
2478,0.44648318042813456,0.993920972644377,"On 26 September 2008, the MoD issued a circular envisaging the grant of PCs prospectively to SSC women officers in the JAG department and the AEC.","On 26 September 2008, the MoD issued a circular envisaging the grant of PCs prospectively to SSC women officers in the JAG department and the AEC. The circular was challenged before the Delhi High Court by Major Sandhya Yadav and others on the ground that it granted PCs only prospectively and only to certain specified cadres.","16. On 26 September 2008, the MoD issued a circular envisaging the grant of PCs prospectively to SSC women officers in the JAG department and the AEC. The circular was challenged before the Delhi High Court by Major Sandhya Yadav and others on the ground that it granted PCs only prospectively and only to certain specified cadres.","16. 26 सितंबर, 2008 को एमओडी ने एक परिपत्र जारी किया जिसमें जेएजी विभाग और एईसी में एसएससी महिला अधिकारियों को संभावित रूप से पीसी के अनुदान की परिकल्पना की गई थी। इस परिपत्र को मेजर संध्या यादव और अन्य लोगों द्वारा दिल्ली उच्च न्यायालय के समक्ष चुनौती दी गई थी कि इसने पीसी को केवल संभावित रूप से और केवल कुछ निर्दिष्ट कैडर को प्रदान किया।",f37a14f5-2166-4197-a494-99c8f7a95cce,f10e3cb8-d451-47d1-900e-c871ad62271a
2530,0.9550561797752809,0.6614785992217899,The Writ Petitions were heard together by the Division Bench of the Delhi High Court.,"The Writ Petitions were heard together by the Division Bench of the Delhi High Court. By a judgment dated 12 March 2010, the High Court issued the following directions:",17. The Writ Petitions were heard together by the Division Bench of the Delhi High Court.,17. रिट याचिकाओं को दिल्ली उच्च न्यायालय की डिवीजन बेंच ने एक साथ सुना था।,795da037-738d-462a-9d9a-954e6a23384b,bb2f69ba-d36a-40ca-9eae-b2d398e512d0
2581,1.0,0.656,"By a judgment dated 12 March 2010, the High Court issued the following directions:","The Writ Petitions were heard together by the Division Bench of the Delhi High Court. By a judgment dated 12 March 2010, the High Court issued the following directions:","By a judgment dated 12 March 2010, the High Court issued the following directions:","12 मार्च 2010 के एक फैसले से, उच्च न्यायालय ने निम्नलिखित निर्देश जारी किए:",240f587c-0602-4682-aa6d-0eb0756df72f,bb2f69ba-d36a-40ca-9eae-b2d398e512d0
2634,1.0,0.912,The claim of absorption in areas of operation not open for recruitment of women officers cannot be sustained being,The claim of absorption in areas of operation not open for recruitment of women officers cannot be sustained being,i. The claim of absorption in areas of operation not open for recruitment of women officers cannot be sustained being a policy decision.,i. महिला अधिकारियों की भर्ती के लिए संचालन के क्षेत्रों में अवशोषण का दावा नीतिगत निर्णय नहीं हो सकता है।,1f490559-a404-403e-92e1-19cc0eace7d8,1b6177d3-5f6f-498d-a879-a0fc66a9762d
2738,1.0,0.9915966386554622,The policy decision not to offer PC to Short Service Commissioned officers across the board for men and women being on parity and as part of manpower management exercises is a policy decision which is not required to be interfered with.,The policy decision not to offer PC to Short Service Commissioned officers across the board for men and women being on parity and as part of manpower management exercises is a policy decision which is not required to be interfered with.,ii. The policy decision not to offer PC to Short Service Commissioned officers across the board for men and women being on parity and as part of manpower management exercises is a policy decision which is not required to be interfered with.,ii. पुरुषों और महिलाओं के लिए बोर्ड में अल्प सेवा आयोग के अधिकारियों को समता और जनशक्ति प्रबंधन अभ्यास के हिस्से के रूप में प्रदान नहीं करने का नीतिगत निर्णय एक नीतिगत निर्णय है जिसके साथ हस्तक्षेप करने की आवश्यकता नहीं है।,d7c4c686-815a-4f92-bb2a-81cd32d799aa,02c9c970-82ab-4b31-8620-c2811d4c3cdc
2790,0.9809885931558935,0.9036777583187391,The Short Service Commissioned women officers of the Air Force who had opted for PC and were not granted PC but granted extension of SSCs and of the Army are entitled to PC at par with male Short Service Commissioned officers with all consequential benefits.,The Short Service Commissioned women officers of the Air Force who had opted for PC and were not granted PC but granted extension of SSCs and of the Army are entitled to PC at par with male Short Service Commissioned officers with all consequential benefits. This benefit would be conferred to women officers,iii. The Short Service Commissioned women officers of the Air Force who had opted for PC and were not granted PC but granted extension of SSCs and of the Army are entitled to PC at par with male Short Service Commissioned officers with all consequential benefits.,"iii. अल्प सेवा आयोग ने वायु सेना के महिला अधिकारियों को, जिन्होंने पीसी चुना था और उन्हें पीसी का विकल्प नहीं दिया गया था, किंतु एसएससी और सेना का विस्तार प्रदान किया गया, सभी परिणामी लाभों के साथ पुरुष लघु सेवा आयोग के अधिकारियों के बराबर पीसी के हकदार हैं।",1202a47a-8a81-491d-999b-caa90873e043,bb5384d1-6b28-4973-86b5-0422eb7d4f9e
2868,0.42105263157894735,0.7142857142857143,WP (C) 1,WP (C) 1597 of 2003,17 WP (C) 16010 of 2006,17 डबल्यू॰ पी॰ (सी॰) 16010/2006,2a12a4e7-c723-4fb6-9c14-a50b951acb7b,51f38f3b-efc9-41e4-be6d-248829dfab5a
2893,1.0,0.9302325581395349,WP (C) 16010 of 2006,WP (C) 16010 of 2006,17 WP (C) 16010 of 2006,17 डबल्यू॰ पी॰ (सी॰) 16010/2006,2a12a4e7-c723-4fb6-9c14-a50b951acb7b,eda4c9cb-1afb-4790-bda6-d2b27a7f5bb3
3151,1.0,0.6389301634472511,"However, the aforesaid benefits are to be made available only to women officers in service or who have approached this Court by filing these petitions and have retired during the course of pendency of the petitions.","recruited prior to change of policy as (ii) aforesaid. The Permanent Commission shall be offered to them after completion of five years. They would also be entitled to all consequential benefits such as promotion and other financial benefits. However, the aforesaid benefits are to be made available only to women officers in service or who have approached this Court by filing these petitions and have retired during the course of pendency of the petitions.","However, the aforesaid benefits are to be made available only to women officers in service or who have approached this Court by filing these petitions and have retired during the course of pendency of the petitions.","हालाँकि, उपरोक्त लाभ केवल सेवा में महिला अधिकारियों को उपलब्ध कराए जाने हैं या जिन्होंने इन याचिकाओं को दायर करके इस अदालत का दरवाजा खटखटाया है और याचिकाओं की पेंडेंसी के दौरान सेवानिवृत्त हो गए हैं।",ae7a0327-0c93-43a7-a152-7eb6d21396dc,93bde090-599f-4712-8d59-60c659f77df3
3872,1.0,0.6464285714285715,"However, this benefit was only available to women officers in service who had instituted proceedings before the High Court and had retired during the pendency of the Writ Petitions.","other financial benefits. However, this benefit was only available to women officers in service who had instituted proceedings before the High Court and had retired during the pendency of the Writ Petitions. By direction (iv), it was envisaged that women officers who had not attained the age of superannuation for PC officers would be reinstated with all consequential benefits.","However, this benefit was only available to women officers in service who had instituted proceedings before the High Court and had retired during the pendency of the Writ Petitions.","हालांकि, यह लाभ केवल सेवा में महिला अधिकारियों के लिए उपलब्ध था, जिन्होंने उच्च न्यायालय के समक्ष कार्यवाही शुरू की थी और रिट याचिकाओं की पेंडेंसी के दौरान सेवानिवृत्त हुए थे।",cc38bd12-facc-4f4a-aae4-f8bfb84a966e,9d65da29-1687-4bc1-964e-db6ee5976c6e
3923,1.0,0.6218181818181818,"By direction (iv), it was envisaged that women officers who had not attained the age of superannuation for PC officers would be reinstated with all consequential benefits.","other financial benefits. However, this benefit was only available to women officers in service who had instituted proceedings before the High Court and had retired during the pendency of the Writ Petitions. By direction (iv), it was envisaged that women officers who had not attained the age of superannuation for PC officers would be reinstated with all consequential benefits.","By direction (iv), it was envisaged that women officers who had not attained the age of superannuation for PC officers would be reinstated with all consequential benefits.","निर्देश (iv) द्वारा, यह परिकल्पित किया गया था कि जिन महिला अधिकारियों ने पीसी अधिकारियों के लिए सेवानिवृत्ति की आयु प्राप्त नहीं की थी, उन्हें सभी परिणामी लाभों के साथ बहाल किया जाएगा।",253b50d0-8cae-4351-b8b9-e08839b1d27a,9d65da29-1687-4bc1-964e-db6ee5976c6e
4077,1.0,0.648936170212766,The directions issued by the High Court in regard to the Indian Air Force are not the subject of contest in these appeals.,"Assailing the judgment of the High Court, the Union of India is in appeal. The present batch of appeals relates to the Indian Army. The directions issued by the High Court in regard to the Indian Air Force are not the subject of contest in these appeals.",The directions issued by the High Court in regard to the Indian Air Force are not the subject of contest in these appeals.,भारतीय वायु सेना के संबंध में उच्च न्यायालय द्वारा जारी किए गए निर्देश इन अपीलों में प्रतियोगिता का विषय नहीं हैं।,258fbfa0-57b6-40ac-a2ed-032e272d83ab,7353d355-7897-480a-bc1e-251727bcf14a
4180,1.0,0.700218818380744,"On 2 August 2010, the Solicitor General of India made a statement before this Court that “women SSC officers in service would be considered for grant of Permanent Commission in JAG and Education Branch of the Army within two months…” In view of the statement made before this Court, the contempt proceedings were stayed.","Contempt proceedings were initiated by the respondents against the Union of India alleging non-compliance with the judgment of the Delhi High Court. On 2 August 2010, the Solicitor General of India made a statement before this Court that “women SSC officers in service would be considered for grant of Permanent Commission in JAG and Education Branch of the Army within two months…” In view of the statement made before this Court, the contempt proceedings were stayed. By an order dated 4 October 2010, time for compliance with the order dated 2 August 2010 was extended until 1 December 2010.","On 2 August 2010, the Solicitor General of India made a statement before this Court that “women SSC officers in service would be considered for grant of Permanent Commission in JAG and Education Branch of the Army within two months…” In view of the statement made before this Court, the contempt proceedings were stayed.","2 अगस्त, 2010 को भारत के महासालिसिटर जनरल ने इस न्यायालय के समक्ष एक कथन किया कि “इस न्यायालय के समक्ष दिए गए कथन को ध्यान में रखते हुए, दो मास के भीतर सेना की जग और शिक्षा शाखा में स्थायी आयोग की मंजूरी के लिए सेवा में महिला sSC अधिकारियों पर विचार किया जाएगा।",5455c79f-8dc5-4b1d-a690-8b39e62059ce,2fb074a8-3582-4d06-85c5-5ce9ee2cdc27
4283,0.9896907216494846,0.9078014184397163,"On 11 January 2011, this Court, while issuing notice, acceded to the prayer of the Additional Solicitor General of India for an adjournment of six weeks to enable a „high powered committee‟ constituted by the Union Government to consider the question pertaining to the grant of PCs to SCC women officers and to enable the Chief of Staffs‟ Committee and the MoD to consider the report.","On 11 January 2011, this Court, while issuing notice, acceded to the prayer of the Additional Solicitor General of India for an adjournment of six weeks to enable a „high powered committee‟ constituted by the Union Government to consider the question pertaining to the grant of PCs to SCC women officers and to enable the Chief of Staffs‟ Committee and the MoD to consider the report. During the pendency of the proceedings, applications for impleadment were","21. On 11 January 2011, this Court, while issuing notice, acceded to the prayer of the Additional Solicitor General of India for an adjournment of six weeks to enable a „high powered committee‟ constituted by the Union Government to consider the question pertaining to the grant of PCs to SCC women officers and to enable the Chief of Staffs‟ Committee and the MoD to consider the report.","21. 11 जनवरी 2011 को, इस न्यायालय ने नोटिस जारी करते हुए, छह सप्ताह के स्थगन के लिए भारत के अतिरिक्त सॉलिसिटर जनरल की प्रार्थना का आरोप लगाया, ताकि केंद्र सरकार द्वारा गठित ‟विद्युत उच्च शक्ति वाली समिति„ को अनुदान से संबंधित प्रश्न पर विचार करने में सक्षम बनाया जा सके। SCC महिला अधिकारियों को पीसी और रिपोर्ट पर विचार करने के लिए मुख्य स्टाफ समिति और MoD को सक्षम करने के लिए।",92885735-6317-4e2a-9082-3170c49baade,454000db-07dd-48a5-bac5-83394ae3344a
